account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000150,Johan Renner,150,Privatkunde,Energy,TannenRing 57,Augsburg,South,86763,Interessent,451745,1,2021-04-17
ACC000151,Hans-Christian Losekann B.Sc.,151,Kleingewerbe,Energy,RathausStraße 36,Rostock,North,18146,Interessent,786035,100,2020-06-06
ACC000152,Kabus,152,Gewerbekunde,Energy,SchillerWeg 138,Kiel,North,24238,Kunde,644314,25,2023-03-15
ACC000153,Mariana Ebert,153,Privatkunde,Energy,RathausRing 40,Potsdam,East,14524,Partner,436444,1,2022-03-05
ACC000154,Jolanthe Jessel,154,Privatkunde,Energy,BahnhofGasse 95,Lübeck,North,23322,Interessent,274346,1,2023-11-08
ACC000155,Lange,155,Gewerbekunde,Energy,SchillerGasse 95,Potsdam,East,14657,Kunde,2640204,5,2022-10-03
ACC000156,Helen Textor,156,Privatkunde,Energy,SchillerPlatz 24,Köln,West,50778,Interessent,497110,1,2020-08-02
ACC000157,Kreszentia Eckbauer,157,Privatkunde,Energy,BahnhofAllee 63,Ulm,South,89228,Kunde,145863,1,2021-08-04
ACC000158,Hasso Stadelmann MBA.,158,Kleingewerbe,Energy,LindenRing 56,München,South,80932,Partner,4355976,100,2022-02-26
ACC000159,Prof. Karsten Jacobi Jäckel,159,Kleingewerbe,Energy,HauptAllee 38,Nürnberg,South,90233,Kunde,2401887,5,2022-04-11
ACC000160,Klothilde Ackermann-Jähn,160,Privatkunde,Energy,MozartStraße 92,Düsseldorf,West,40908,Partner,72177,1,2022-07-30
ACC000161,Denise Losekann,161,Privatkunde,Energy,BirkenStraße 33,Freiburg,South,79859,Partner,133756,1,2023-08-10
ACC000162,Irmingard Margraf,162,Privatkunde,Energy,ParkPlatz 93,Magdeburg,East,39625,Kunde,114561,1,2021-01-06
ACC000163,Marietta Hamann MBA.,163,Privatkunde,Energy,BahnhofGasse 134,Lübeck,North,23408,Kunde,331225,1,2023-02-01
ACC000164,Geisler,164,Gewerbekunde,Energy,ParkPlatz 110,Chemnitz,East,09802,Kunde,738904,100,2022-10-01
ACC000165,Frieder Pieper,165,Kleingewerbe,Energy,GoetheStraße 83,Lübeck,North,23722,Partner,1690145,10,2020-09-10
ACC000166,Antonie Weitzel,166,Privatkunde,Energy,TalRing 84,München,South,80490,Interessent,298238,1,2022-01-17
ACC000167,Univ.Prof. Gero Hecker B.A.,167,Privatkunde,Energy,SchillerGasse 30,Essen,West,45973,Interessent,140986,1,2021-03-19
ACC000168,Aleksandr Bien-Henschel,168,Privatkunde,Energy,RathausAllee 117,Augsburg,South,86508,Interessent,45455,1,2021-11-03
ACC000169,Prof. Sigrid Wilmsen B.Sc.,169,Privatkunde,Energy,TannenGasse 66,Chemnitz,East,09483,Kunde,78788,1,2022-09-11
ACC000170,Liebelt Schuchhardt KG,170,Gewerbekunde,Energy,GoetheStraße 24,Ulm,South,89542,Kunde,3250172,5,2021-09-01
ACC000171,Oscar Textor MBA.,171,Kleingewerbe,Energy,BergStraße 144,Rostock,North,18675,Partner,278932,5,2023-10-25
ACC000172,Dipl.-Ing. Elena Finke B.Sc.,172,Privatkunde,Energy,RathausGasse 14,Bonn,West,53394,Interessent,276382,1,2023-12-01
ACC000173,Reinhard Löffler,173,Privatkunde,Energy,LindenWeg 124,Dortmund,West,44329,Partner,305523,1,2023-01-09
ACC000174,Dr. Roman Textor MBA.,174,Kleingewerbe,Energy,SchillerAllee 147,Kiel,North,24331,Partner,2632015,25,2022-08-27
ACC000175,Roht GbR,175,Gewerbekunde,Energy,SeeGasse 143,Magdeburg,East,39126,Kunde,3709142,10,2022-01-20
ACC000176,Herbert Eimer,176,Privatkunde,Energy,TannenAllee 2,Köln,West,50285,Partner,177274,1,2020-05-04
ACC000177,Marie Radisch B.Eng.,177,Privatkunde,Energy,MozartGasse 8,Freiburg,South,79193,Kunde,341393,1,2022-12-21
ACC000178,Loretta Tschentscher MBA.,178,Privatkunde,Energy,BeethovenAllee 80,Augsburg,South,86838,Kunde,399904,1,2021-06-22
ACC000179,Tamara Freudenberger MBA.,179,Privatkunde,Energy,MozartWeg 13,Duisburg,West,47790,Interessent,109068,1,2021-03-04
ACC000180,Ellen Weitzel B.A.,180,Privatkunde,Energy,ParkRing 114,Kiel,North,24524,Partner,184758,1,2022-06-02
ACC000181,Ottilie Wulff,181,Kleingewerbe,Energy,KirchPlatz 29,Düsseldorf,West,40390,Partner,3067881,100,2020-06-04
ACC000182,Univ.Prof. Edith Höfig MBA.,182,Privatkunde,Energy,EichenPlatz 15,Magdeburg,East,39107,Interessent,111884,1,2021-03-17
ACC000183,Trüb GmbH,183,Gewerbekunde,Energy,BirkenAllee 84,Nürnberg,South,90222,Partner,4671785,25,2020-12-29
ACC000184,Ing. Gundolf Juncken B.Sc.,184,Kleingewerbe,Energy,MozartPlatz 137,Lübeck,North,23820,Kunde,1860244,50,2021-09-02
ACC000185,Constantin Heinrich-Kraus,185,Privatkunde,Energy,GoethePlatz 11,Freiburg,South,79546,Partner,295046,1,2020-05-25
ACC000186,Fliegner,186,Gewerbekunde,Energy,TalPlatz 147,Lübeck,North,23514,Interessent,513996,50,2020-11-12
ACC000187,Anton Liebelt MBA.,187,Privatkunde,Energy,TannenWeg 118,Leipzig,East,04951,Interessent,90602,1,2022-01-25
ACC000188,Kerstin Mohaupt,188,Privatkunde,Energy,EichenPlatz 103,Köln,West,50636,Partner,481884,1,2021-09-25
ACC000189,Frau Danuta Linke,189,Kleingewerbe,Energy,EichenAllee 44,Lübeck,North,23178,Kunde,2028269,100,2023-02-22
ACC000190,Theda Winkler-Sauer,190,Privatkunde,Energy,KirchGasse 38,Hannover,North,30341,Kunde,262237,1,2021-08-27
ACC000191,Stanislaw Wieloch,191,Privatkunde,Energy,SeeWeg 20,Bremen,North,28281,Interessent,8445,1,2022-10-07
ACC000192,Ivonne Albers-Kitzmann,192,Kleingewerbe,Energy,SchulGasse 145,Potsdam,East,14758,Interessent,1477585,25,2023-05-24
ACC000193,Nora Krebs,193,Privatkunde,Energy,GoethePlatz 114,Bonn,West,53746,Kunde,228043,1,2020-04-29
ACC000194,Prof. Nelli Wähner,194,Privatkunde,Energy,WaldStraße 80,Dortmund,West,44572,Interessent,378889,1,2020-05-26
ACC000195,Dipl.-Ing. Emanuel Heydrich MBA.,195,Privatkunde,Energy,GoetheGasse 24,Berlin,East,10729,Kunde,193314,1,2023-04-21
ACC000196,Frau Hatice Kallert MBA.,196,Privatkunde,Energy,SchulRing 49,Potsdam,East,14429,Interessent,285638,1,2021-04-10
ACC000197,Dipl.-Ing. Vassilios Eckbauer,197,Privatkunde,Energy,SchulStraße 88,Magdeburg,East,39831,Interessent,369625,1,2020-12-17
ACC000198,Traugott Kreusel,198,Privatkunde,Energy,EichenGasse 113,Hannover,North,30549,Partner,308094,1,2021-10-22
ACC000199,Attila Seifert,199,Privatkunde,Energy,MarktPlatz 87,Nürnberg,South,90795,Interessent,398743,1,2020-01-29
ACC000200,Dr. Sonja Misicher,200,Privatkunde,Energy,TannenStraße 143,Rostock,North,18794,Interessent,137188,1,2023-01-03
